Load_name,Bus_name,Phase,P,Q
ANL53_417752121-L_A,1031574481,1,14.4,2.9
ANL57_417697650-L_A,1031459413,1,14.4,2.9
ANL60_417794210-L_A,1031710229,1,9.6,2
ANL63_417794651-L_A,1031726198,1,9.6,2
ANL65_417794583-L_A,1031725722,1,19.3,3.9
ANL69Q_417754256-L_A,1031653836,1,14.4,2.9
9PB08_417795397-L_B,1031748591,2,3.7,-0.3
9PB08_417795397-L_C,1031748591,3,2.1,3.1
9NX11_417831642-L_A,1031249706,1,96.3,46.7
9NX11_417831642-L_B,1031249706,2,96.3,46.7
9NX11_417831642-L_C,1031249706,3,96.3,46.7
9NX10_417888657-L_A,1032148070,1,192.6,93.3
9NX10_417888657-L_B,1032148070,2,192.6,93.3
9NX10_417888657-L_C,1032148070,3,192.6,93.3
9NX09_417831935-L_A,1032116003,1,96.3,46.7
9NX09_417831935-L_B,1032116003,2,96.3,46.7
9NX09_417831935-L_C,1032116003,3,96.3,46.7
9NX08_417830258-L_A,1032005505,1,128.4,62.2
9NX08_417830258-L_B,1032005505,2,128.4,62.2
9NX08_417830258-L_C,1032005505,3,128.4,62.2
1K3J00_567984575-L_A,1465009882,1,96.3,46.7
1K3J00_567984575-L_B,1465009882,2,96.3,46.7
1K3J00_567984575-L_C,1465009882,3,96.3,46.7
9NX06_417888091-L_A,1031249703,1,192.6,39.1
9NX06_417888091-L_B,1031249703,2,192.6,39.1
9NX06_417888091-L_C,1031249703,3,192.6,39.1
ANL37Q_417697184-L_A,1031430386,1,19.3,3.9
HBQ75Q_417698300-L_A,1031472550,1,9.6,2
ANL44Q_417796313-L_A,1031797943,1,19.3,3.9
ANL48_417795019-L_A,1031745950,1,19.3,3.9
ANL51_417793910-L_A,1031708128,1,9.6,2
ANH60_417793410-L_A,1031683154,1,3.9,1.9
ANH40_417829021-L_B,1031923846,2,14.4,7
ALU54_417698401-L_A,1031473260,1,14.4,7
HAR46Q_417754289-L_C,1031654067,3,9.6,2
BCG99Q_417890893-L_A,1032309714,1,21.5,-7.2
BCG99Q_417890893-L_B,1032309714,2,17,15
BDJ72_417888578-L_A,1032147513,1,21.5,-7.2
BDJ72_417888578-L_B,1032147513,2,17,15
AKX66Q_417796543-L_A,1031799558,1,46.8,18.5
B9N56_417754453-L_A,1031680980,1,79.1,31.2
17MX14_417697922-L_A,1031461319,1,28.2,11.2
AKX69_417751066-L_A,1031524159,1,25.9,10.2
HC223_417891001-L_A,1032310472,1,186.2,73.6
HC227_417888632-L_A,1032147893,1,111.7,44.1
RK363_417753949-L_A,1031651685,1,67.5,26.7
AKX62_417796728-L_C,1031800850,3,36.2,14.3
AKX60_417698501-L_B,1031473960,2,49.3,19.5
1H6Q31_478502000-L_B,1244483521,2,8.7,3.4
AKX31_417751026-L_C,1031523879,3,31.1,12.3
AKX33_417794428-L_C,1031724634,3,37.9,15
AKX35_535775268-L_C,1034180395,3,0,0
AKX39_417751383-L_C,1031560728,3,28.7,11.3
AKX42_417696717-L_C,1031324064,3,57.3,22.6
AKX48_417889369-L_C,1031249694,3,33.4,13.2
AKX45_417795557-L_C,1031779774,3,17.3,6.9
AKX49_417751666-L_C,1031562709,3,36.9,14.6
AKX28_417750725-L_B,1031513179,2,40.3,15.9
AKX27_417752542-L_B,1031577431,2,35.8,14.2
7LJ08_417697173-L_A,1031430309,1,23.1,9.1
7LJ09_417751541-L_A,1031561835,1,13.7,5.4
AKX19_417753944-L_A,1031651652,1,37,14.6
AKX17_417752575-L_A,1031577660,1,26.4,10.4
AKX04_417754329-L_A,1031654350,1,39.2,15.5
AKX06_417697229-L_A,1031430702,1,26.1,-3.9
AKX06_417697229-L_B,1031430702,2,16.5,20.7
AKX09_417697534-L_B,1031458603,2,28.4,11.2
AKX01Q_417697831-L_C,1031460682,3,11,4.4
ALC97_417794183-L_A,1031710039,1,9.1,11.4
ALC97_417794183-L_C,1031710039,3,14.5,-2.1
ALC70_417752706-L_B,1031600047,2,65.1,25.7
ALC74_417796910-L_B,1031836476,2,22.3,8.8
ALC76_417698028-L_B,1031470644,2,39.9,15.8
ALC80_417793731-L_B,1031706873,2,68,26.9
ALC83_417754636-L_B,1031682260,2,45,17.8
ALC65_417796002-L_C,1031782887,3,34,13.4
7MX43_417889119-L_A,1031249691,1,18.4,7.3
ALC55_417796584-L_C,1031249079,3,70,27.7
ALB91_417795729-L_B,1031780973,2,40.5,16
ALB96_417751005-L_B,1031523727,2,11.9,4.7
ALB97_417795234-L_B,1031747450,2,29.2,11.5
ALB98Q_417753824-L_B,1031650815,2,28.6,11.3
ALC01_417796776-L_B,1031835540,2,29.1,11.5
ALC05_417752367-L_B,1031576204,2,23.7,9.4
ALC08_417754642-L_B,1031682300,2,24.6,9.7
ALC10_417794688-L_B,1031726454,2,26.8,10.6
ALC16_417751716-L_B,1031563061,2,30.9,12.2
ALC19_417753023-L_B,1031602263,2,34.5,13.6
ALC22_417697632-L_B,1031459284,2,18.7,7.4
ALC24_417796259-L_B,1031797570,2,18.2,7.2
ALC25_417698438-L_B,1031473514,2,13.5,5.3
ALC14Q_417796078-L_B,1031783416,2,17.6,7
ALC27_417753319-L_B,1031630099,2,31.2,12.3
ALC30_417754206-L_B,1031653487,2,46.7,18.4
ALC33_417751462-L_B,1031561280,2,33.4,13.2
ALC37_417697341-L_B,1031431485,2,20,7.9
ALC39_417752581-L_B,1031599171,2,26,10.3
ALC41Q_417697591-L_B,1031458999,2,35.6,14.1
ALC44_417750690-L_B,1031512934,2,16.2,6.4
ALC46Q_417794550-L_B,1031725488,2,31.3,12.4
ALC50_417753999-L_B,1031652039,2,44.8,17.7
ALB88_417793652-L_C,1031322568,3,43.2,17.1
ALB84_417796652-L_C,1031800318,3,30.9,12.2
ALB87_417793999-L_C,1031708750,3,0,0
ALB07_417794874-L_A,1031249082,1,22.1,8.7
ALB13Q_417795005-L_A,1031745849,1,28.1,11.1
ALB15_417793944-L_C,1031708364,3,32.3,12.8
ALB18_417750660-L_A,1031512724,1,30.9,12.2
ALB21_417697641-L_C,1031459350,3,31.9,12.6
ALB23_417793988-L_A,1031708674,1,33.5,13.2
ALB29_417698816-L_A,1031510512,1,28.6,11.3
ALB31_417754101-L_A,1031652751,1,12.8,5
ALB33_417753033-L_A,1031602335,1,1.3,1.6
ALB33_417753033-L_C,1031602335,3,2.1,-0.3
ALB34_417752697-L_A,1031599986,1,33.2,13.1
ALB25Q_417753483-L_A,1031631252,1,16.5,6.5
ALB39Q_417795434-L_C,1031748854,3,27,10.7
ALB41_417794569-L_C,1031725623,3,18.7,7.4
ALB52_417750853-L_C,1031522663,3,34.5,13.7
ALB66_417796835-L_C,1031835949,3,0,0
ALB67_417753861-L_C,1031651072,3,33.6,13.3
ALB70_417796040-L_C,1031783152,3,10.9,4.3
ALB72_417796710-L_C,1031800722,3,29.6,11.7
ALB74_417697200-L_C,1031430496,3,31.3,12.4
ALB76_417696912-L_C,1031428482,3,16.5,6.5
HCR64_417753873-L_C,1031651153,3,34.8,13.8
ALB46_417698353-L_C,1031472921,3,40.2,15.9
ALB51_417751812-L_C,1031563728,3,27.8,11
ALB37_417793638-L_C,1031322727,3,26.2,10.4
ALB11_417754265-L_C,1031653899,3,28.9,11.4
ALB01_417752609-L_B,1031599367,2,9.5,3.8
ALA98_417752427-L_C,1031576625,3,37,14.6
ALA99_417750398-L_A,1031510895,1,6,7.6
ALA99_417750398-L_C,1031510895,3,9.7,-1.4
ALA84_417795759-L_B,1031781183,2,8.7,3.4
ALA85_417753788-L_B,1031633382,2,36.8,14.6
ALA87_417697307-L_B,1031431247,2,25.7,10.1
ALA90_417752190-L_B,1031574967,2,28.5,11.3
ALA94_417796803-L_B,1031835729,2,44.7,17.6
ALA79_417751915-L_C,1031564453,3,30.3,12
183577_417890812-L_B,1032309150,2,37,14.6
183580_417831882-L_B,1032115635,2,36.4,14.4
ALA63_417795193-L_A,1031747167,1,17.7,7
ALA63_417795193-L_B,1031747167,2,13.3,5.3
1E5X56_453296173-L_B,1165061445,2,16.4,6.5
ALA56Q_417796085-L_B,1031783468,2,36.1,14.3
ALA59Q_417753998-L_B,1031652032,2,27.6,10.9
ALA61_417751373-L_B,1031560657,2,16.6,6.5
ALA50_417795077-L_B,1031746351,2,26.9,10.6
ALA37_417751049-L_B,1031524039,2,20.1,7.9
ALA38_521133248-L_B,1031800930,2,30,11.9
ALA39_417751109-L_B,1031524455,2,26.1,10.3
ALA41_417751863-L_B,1031564088,2,40,15.8
ALA43_417754164-L_B,1031653192,2,38.7,15.3
ALA46_417750794-L_B,1031522250,2,28.8,11.4
ALA47Q_417753822-L_B,1031650801,2,35.2,13.9
ALA33_417796550-L_C,1031799606,3,43.9,17.4
ALA15_417697170-L_A,1031430291,1,20.1,7.9
ALA19_417795505-L_A,1031749347,1,95,37.5
ALA24_417794764-L_B,1031726988,2,52.7,20.8
ALA26_417793489-L_B,1031683711,2,22.6,8.9
ALA30_417754376-L_B,1031654674,2,68.8,27.2
ALA12_417793768-L_C,1031707133,3,30.9,12.2
ABU43Q_417795649-L_C,1031780418,3,33.6,13.3
ABU42Q_454219375-L_A,1034158335,1,17.9,7.1
ABU39Q_417754635-L_A,1031682254,1,31.3,12.3
ABU33Q_417753249-L_A,1031629614,1,29.5,11.6
1QRY03_565289295-L_A,1469667095,1,0,0
1QRY03_565289295-L_B,1469667095,2,0,0
1QRY03_565289295-L_C,1469667095,3,0,0
1K3A28_527050102-L_A,1362324858,1,0,0
1K3A28_527050102-L_B,1362324858,2,0,0
1K3A28_527050102-L_C,1362324858,3,0,0
1K3A27_527050100-L_A,1362324837,1,0,0
1K3A27_527050100-L_B,1362324837,2,0,0
1K3A27_527050100-L_C,1362324837,3,0,0
1K3A26_527050082-L_A,1362324816,1,10.8,4.3
1K3A26_527050082-L_B,1362324816,2,10.8,4.3
1K3A26_527050082-L_C,1362324816,3,10.8,4.3
ABU27Q_417751493-L_A,1031561500,1,24.5,9.7
ABU25Q_417794118-L_C,1031709583,3,21.2,8.4
ABU23Q_417698103-L_C,1031471169,3,23.5,9.3
ABU21Q_417697865-L_A,1031460915,1,20,7.9
ABU19Q_417793529-L_A,1031683992,1,20.7,8.2
ABU16Q_417696828-L_C,1031427895,3,12,4.7
ABU15Q_417794449-L_A,1031724781,1,10.2,4
ABU13Q_417796698-L_C,1031800641,3,17,6.7
ABU11Q_417753980-L_A,1031651902,1,23.8,9.4
ABT63Q_417794103-L_C,1031709479,3,45.4,18
ABT67Q_417697272-L_C,1031431002,3,27.2,10.8
ABT70Q_417752952-L_C,1031601766,3,17.4,6.9
ABT72Q_417752901-L_C,1031601409,3,29.2,11.6
ABT74Q_417750990-L_C,1031523624,3,30.9,12.2
ABT79Q_417697610-L_C,1031459134,3,15.9,6.3
ABT81Q_417696580-L_C,1031323102,3,23.5,9.3
ABT82Q_417698666-L_C,1031509464,3,23.2,9.2
ABT85Q_417751335-L_C,1031526041,3,24.2,9.6
ABT87Q_417795637-L_C,1031780329,3,30.3,12
ABT89Q_417794549-L_C,1031725479,3,28.8,11.4
ABT93Q_417751588-L_C,1031562163,3,33.8,13.4
ABT77Q_417751933-L_C,1031564579,3,30.1,11.9
ABT96Q_417698605-L_C,1031509035,3,18.2,7.2
ABT98Q_417754502-L_C,1031681324,3,40.2,15.9
ABU03Q_417750514-L_C,1031511707,3,39.8,15.7
ABU05Q_417697554-L_C,1031458738,3,16,6.3
ABU07Q_417698613-L_C,1031509093,3,25.6,10.1
ABT58Q_417697188-L_A,1031430416,1,11.8,4.6
HA642_417795218-L_A,1031747340,1,26.7,10.5
ABT52Q_417752382-L_A,1031576306,1,37.2,14.7
ABT49Q_417697102-L_B,1031429810,2,29.6,11.7
ABT47Q_417795126-L_B,1031746697,2,21.7,8.6
ABT43Q_417697071-L_B,1031429597,2,35.7,14.1
ABV31Q_417890932-L_A,1032309991,1,65.7,25.9
ABV30Q_417829269-L_A,1031964228,1,56.7,22.4
ABV28Q_417830031-L_A,1032003914,1,33.8,13.3
ABV27Q_417887963-L_A,1032117445,1,56.1,22.1
ABV26Q_417830656-L_A,1032051230,1,48.6,19.2
ABV25Q_417888611-L_A,1032147748,1,49.3,19.5
ABV24Q_417889225-L_A,1032182102,1,58.3,23
ABV15Q_417888794-L_A,1032179087,1,67.6,26.7
ABV23Q_417889821-L_A,1031322124,1,32.4,12.8
ABV22Q_417830595-L_A,1032050804,1,41.7,16.5
ABV32Q_417889098-L_A,1032181213,1,53.4,21.1
ABV21Q_417889132-L_A,1032181449,1,58.1,23
ABV19Q_417830618-L_A,1032050965,1,59.6,23.6
ABV17Q_417829383-L_A,1031965023,1,61.9,24.4
RN436_417890708-L_A,1032308419,1,50.8,20.1
ABT40Q_417753714-L_A,1031632867,1,12.5,5
ABT38Q_417698719-L_B,1031509838,2,32.2,12.7
ABT34Q_417750718-L_B,1031513133,2,20.3,8
ABT31Q_417754345-L_A,1031654462,1,32.9,13
ABT28Q_417754413-L_B,1031321122,2,25.1,9.9
ABT25Q_417750848-L_B,1031322643,2,33.9,13.4
ABT22Q_417795650-L_B,1031780423,2,32.7,12.9
ABT18Q_417796009-L_B,1031249091,2,35.9,14.2
ABT13Q_417752595-L_A,1031599272,1,20.5,8.1
ABT11Q_417793898-L_C,1031708042,3,30.2,11.9
ABT08Q_417795626-L_C,1031780257,3,26.5,10.5
ABT06Q_417794667-L_A,1031726310,1,26.9,10.6
ABT04Q_417752925-L_A,1031601577,1,12.2,4.8
ABT02Q_417752588-L_A,1031599222,1,17.6,6.9
ABT00_417752824-L_C,1031600870,3,11.6,4.6
ABS98Q_417753418-L_B,1031630797,2,22.1,8.7
ABS99Q_417754271-L_B,1031653941,2,27.4,10.8
ABS95Q_417754165-L_B,1031249283,2,22.7,9
ABU47Q_417752946-L_A,1031601724,1,38.5,15.2
ABU53Q_417698638-L_A,1031509269,1,33.3,13.1
ABU57Q_417794909-L_A,1031745175,1,29.1,11.5
ABU65Q_417698742-L_A,1031509996,1,35.2,13.9
ABU73Q_417796615-L_A,1031800057,1,46.8,18.5
ABU77Q_417794404-L_A,1031724464,1,29.5,11.6
ABU83Q_417697740-L_A,1031460045,1,32.8,13
ABU87Q_417793764-L_A,1031707104,1,33.3,13.2
ABU91Q_417753052-L_A,1031602468,1,39.1,15.4
ABU75Q_417753316-L_A,1031630080,1,17.4,6.9
ABV07Q_417698342-L_A,1031472842,1,31.1,12.3
ABV11Q_417796298-L_A,1031797843,1,34.5,13.6
ABV35Q_417794149-L_B,1031249292,2,26.4,10.4
ABV37Q_417697233-L_B,1031430731,2,38.5,15.2
112Q22_417888001-L_B,1031248710,2,54.2,21.4
6YH83_417829683-L_B,1031967126,2,46.3,18.3
6YH84_417889080-L_B,1032181089,2,23.1,9.1
6YH81_417829585-L_B,1031966440,2,43.3,17.1
6YH80_417887819-L_B,1032116439,2,39.2,15.5
ABV41Q_417696814-L_B,1031427796,2,24.3,9.6
ABV48Q_417750543-L_B,1031511910,2,32.1,12.7
ABV52Q_417751048-L_B,1031524030,2,30.2,11.9
ABV57Q_417751421-L_B,1031560991,2,30.3,12
HAQ18_417795182-L_B,1031747086,2,14.2,5.6
ABV33Q_417751218-L_B,1031525220,2,22.9,9
ABU70Q_417753553-L_B,1031631739,2,27.5,10.9
ABV58Q_417796375-L_C,1031798377,3,10,3.9
ABV59Q_417750523-L_C,1031511767,3,11.8,4.6
ABV62Q_417753075-L_A,1031249334,1,24.8,9.8
ABV63Q_417750918-L_A,1031523120,1,23.7,9.3
ABV69Q_417794924-L_B,1031745283,2,28.3,11.2
ABV72Q_417753678-L_B,1031249286,2,45.6,18
ABV78Q_417794434-L_B,1031249289,2,16.5,6.5
ABV80Q_417752592-L_B,1031599246,2,11.9,4.7
ABV81Q_417752147-L_B,1031249328,2,18.5,7.3
ABV82Q_417793684-L_B,1031706546,2,18.1,7.2
ABV76Q_417751668-L_B,1031562722,2,52.8,20.9
ABV85Q_417793600-L_B,1031684488,2,18.8,7.4
ABV88Q_417795326-L_B,1031249322,2,10.5,4.1
ABV89Q_417698517-L_B,1031474067,2,24.3,9.6
ABV93Q_417697154-L_B,1031430176,2,36.5,14.4
ABV96Q_417754132-L_B,1031652968,2,21.8,8.6
ABV92Q_417696867-L_B,1031428169,2,7.6,3
ABV99Q_417751498-L_B,1031561532,2,57.4,22.7
ABV68Q_417796081-L_A,1031783442,1,23.2,9.1
ABW02Q_417751616-L_A,1031562361,1,27.8,11
ABW07Q_417796697-L_A,1031800633,1,38.9,15.4
ABW11Q_417796429-L_C,1031798759,3,35.4,14
ABW19Q_417796252-L_A,1031797516,1,23.2,9.1
ABW15Q_417698031-L_C,1031470665,3,36.9,14.6
ABW22Q_417750541-L_A,1031511896,1,12.1,4.8
ABW24Q_417795489-L_A,1031749237,1,38.9,15.4
ABW35Q_417793352-L_A,1031682753,1,20.7,8.2
ABW29Q_417751416-L_C,1031560956,3,19.8,7.8
ABW32Q_417794977-L_C,1031249295,3,24.8,9.8
ABW39Q_417754615-L_C,1031682111,3,31.9,12.6
ABW38Q_417753854-L_A,1031249298,1,24.7,9.8
ABW42Q_417794032-L_B,1031708980,2,36.4,14.4
ABW46Q_417697057-L_A,1031249271,1,16.1,6.3
ABW48Q_417752106-L_C,1031574376,3,26.4,10.4
ABW52Q_417750389-L_A,1031510831,1,34,13.4
ABW56Q_417754109-L_A,1031652810,1,15.9,6.3
ABW60Q_417750783-L_C,1031522177,3,40,15.8
ABW64Q_417752476-L_A,1031576964,1,29.6,11.7
ABW68Q_417794906-L_A,1031745159,1,33.2,13.1
ABW72Q_417793753-L_A,1031707028,1,33,13
ABW76Q_417751484-L_C,1031561432,3,32.2,12.7
181L73_417795089-L_C,1031746440,3,0,0
6D693_417888026-L_C,1031248713,3,77.7,30.7
6D683_417830268-L_C,1032005572,3,92.9,36.7
6D619_417888520-L_C,1032147107,3,74.8,29.6
12R027_417831748-L_B,1032114692,2,74.9,29.6
12R026_417830901-L_B,1032052946,2,74.1,29.3
12R025_417889906-L_B,1032229809,2,63.4,25.1
12R024_417831259-L_B,1032072628,2,70,27.7
12R023_417830482-L_B,1032007073,2,96.7,38.2
12R022_417830594-L_B,1032050795,2,48.2,19.1
6D727_417890363-L_B,1032271655,2,96.5,38.1
AGM92_417754046-L_B,1031652366,2,21.7,8.6
10D428_417889636-L_C,1032227921,3,107.7,42.6
6D617_417831013-L_C,1032053729,3,123.6,48.9
6D615_417830235-L_C,1032005344,3,60.7,24
6D618_417889678-L_C,1032228216,3,106.6,42.1
12R018_417831247-L_B,1031248731,2,56.7,22.4
12R019_417829871-L_B,1032002794,2,58.8,23.2
12R020_417890868-L_B,1032309544,2,61.2,24.2
12R043_417830141-L_B,1032004686,2,64,25.3
6D728_417831424-L_B,1031248743,2,121.1,47.9
6D616_417831858-L_B,1032115464,2,27.5,10.9
AGM90_417796868-L_B,1031836183,2,26.5,10.5
AGM94_417696699-L_C,1031249304,3,17.5,6.9
AGE73Q_417889319-L_C,1032182762,3,51.5,20.4
AGN75_417889911-L_C,1032229846,3,77.1,30.5
AGN71_417829676-L_C,1031967079,3,71.1,28.1
AGN64_417889823-L_C,1032229228,3,84.3,33.4
AGN60_417890653-L_C,1032308039,3,55,21.7
ABM17Q_417753222-L_C,1031629425,3,42.6,16.8
HBP04_417831566-L_A,1032074777,1,60.2,23.8
AGE67Q_417889556-L_A,1032227359,1,77.6,30.6
AGE62Q_417888385-L_A,1032146162,1,98.2,38.7
AGE53Q_417890337-L_A,1032271474,1,67.1,26.5
AGE52Q_417889716-L_A,1032228479,1,112.1,44.2
HBC67_417830903-L_A,1032052957,1,104.2,41.1
HBE56_417830789-L_A,1032052162,1,58.7,23.2
AGE51Q_417830445-L_A,1032006811,1,61.3,24.2
AGE59Q_417887872-L_A,1032116808,1,68.1,26.9
ABW86Q_417752030-L_A,1031249274,1,39.9,15.7
AGE75Q_417889209-L_A,1032181992,1,95.2,37.6
ABW91Q_417754330-L_A,1031654352,1,41.4,16.3
ABW92Q_417796262-L_C,1031797590,3,71.1,28.1
AGE01Q_417753558-L_A,1031631775,1,0,0
AGE79Q_417830822-L_B,1032052388,2,110.1,43.5
AGE76Q_417829669-L_B,1031967025,2,114.8,45.4
AGE03Q_417754565-L_C,1031681763,3,59.3,23.5
AGE82Q_417889423-L_B,1032226429,2,64.4,25.5
AGE81Q_417831094-L_B,1032054294,2,98.5,38.9
180G00_417831537-L_A,1032074571,1,34.8,13.7
HBP05_417888343-L_A,1032145872,1,115.7,45.7
HBP06_417888894-L_A,1032179788,1,108.8,42.9
HBP07_417831252-L_A,1032072577,1,96.8,38.2
AGE30Q_417829174-L_A,1031924917,1,48.4,19.1
AGE30Q_417829174-L_B,1031924917,2,48.4,19.1
AGE30Q_417829174-L_C,1031924917,3,48.4,19.2
AGE24Q_417831275-L_A,1032072739,1,97.9,38.7
AGE24Q_417831275-L_B,1032072739,2,98,38.7
AGE24Q_417831275-L_C,1032072739,3,97.9,38.7
AGE15Q_417888668-L_A,1032148148,1,7.7,3.1
AGE15Q_417888668-L_B,1032148148,2,7.7,3.1
AGE15Q_417888668-L_C,1032148148,3,7.7,3.1
AGE20Q_417829142-L_A,1031924690,1,78.6,31
AGE20Q_417829142-L_B,1031924690,2,78.7,31.1
AGE20Q_417829142-L_C,1031924690,3,78.7,31.1
HBP02_417829642-L_C,1031966841,3,99.1,39.2
HBP01_417830588-L_C,1032050750,3,144.6,57.2
HBP00_417829926-L_C,1032003181,3,97.6,38.6
HBN99_417831891-L_C,1032115698,3,105,41.5
HBN98_417831936-L_C,1032116012,3,64.2,25.4
HBN97_417829613-L_C,1031966636,3,91.1,36
5GQ89_417890536-L_A,1031248728,1,123.3,48.7
HDS44_417829928-L_A,1032003194,1,129.8,51.2
HDG68_417831245-L_A,1032072530,1,128.8,50.8
AGE09Q_417754320-L_A,1031654284,1,3.7,1.5
AGE50Q_417831082-L_A,1031248779,1,55.2,21.8
AGE50Q_417831082-L_B,1031248779,2,55.2,21.8
AGE50Q_417831082-L_C,1031248779,3,55.2,21.8
AGE35_417752528-L_C,1031577328,3,1.2,0.5
AGE34_417831457-L_A,1032074009,1,40.2,15.9
AGE34_417831457-L_B,1032074009,2,40.2,15.9
AGE34_417831457-L_C,1032074009,3,40.2,15.9
54H05_417889049-L_A,1032180871,1,100.8,39.8
HA517_417888225-L_A,1032145044,1,166.3,65.6
HA33Q_568904066-L_A,1032074403,1,16.6,6.6
HA769_417890816-L_A,1032309178,1,124.3,49.1
HBC08_417890446-L_A,1032272235,1,98.9,39
HBC09_417890556-L_A,1032273006,1,101.8,40.2
54H06_417829532-L_A,1031966071,1,108.9,43
54H07_417796678-L_A,1031800498,1,94.2,37.2
ABW83Q_417794570-L_A,1031249331,1,23.5,9.3
ABW80Q_417753287-L_C,1031629879,3,23.3,9.2
ABU62Q_417754532-L_A,1031322748,1,34.3,13.5
1K3A23_527050060-L_A,1362324726,1,0,0
1K3A23_527050060-L_B,1362324726,2,0,0
1K3A23_527050060-L_C,1362324726,3,0,0
1K3A24_527050062-L_A,1362324774,1,52.6,20.8
1K3A24_527050062-L_B,1362324774,2,52.6,20.8
1K3A24_527050062-L_C,1362324774,3,52.6,20.8
1K3A25_527050080-L_A,1362324795,1,0,0
1K3A25_527050080-L_B,1362324795,2,0,0
1K3A25_527050080-L_C,1362324795,3,0,0
ABU29_417795833-L_A,1031781701,1,33.9,13.4
ABU37Q_417793624-L_A,1031684656,1,37.3,14.7
ALA74_417750909-L_B,1031523059,2,12.3,4.8
ALA75_417752712-L_B,1031600091,2,10.2,4
ALA77_417698547-L_B,1031474282,2,18.1,7.1
183581_417888785-L_B,1032179023,2,37.3,14.7
ALB05_417887863-L_B,1032116746,2,81.3,32.1
ALB78Q_417698032-L_C,1031470676,3,27.6,10.9
ALC52_417753469-L_B,1031631151,2,9.2,3.6
ALN87_417890696-L_C,1031322034,3,37.6,14.9
ALN84_417831931-L_C,1032115977,3,93.7,37
ALN81_417890926-L_C,1032309949,3,84.7,33.5
ALN77_417888361-L_C,1032145999,3,58.1,23
ALN75_417829312-L_C,1031964526,3,42.3,16.7
0EL84_417831740-L_A,1032114641,1,51.5,20.3
0EL87_417831625-L_A,1032075189,1,37.2,14.7
H9L95_417890973-L_A,1032310279,1,72.2,28.5
H9L94_417830100-L_A,1032004396,1,56.8,22.5
H9L91_417891135-L_A,1032311408,1,50.4,19.9
H9L89_417831687-L_A,1032075619,1,38,15
AKZ76_417888459-L_B,1032146683,2,44.7,17.6
AKZ71_417831932-L_B,1032115980,2,40.5,16
AKZ67_417830922-L_B,1032053091,2,36,14.2
AKZ64_417891022-L_B,1032310619,2,34.3,13.6
AKZ62_417830028-L_B,1032003890,2,42.2,16.7
AKZ61_417829931-L_B,1032003216,2,57.1,22.5
HCZ84Q_417890662-L_B,1032308102,2,169.4,66.9
HCZ82Q_417829964-L_B,1031322583,2,100.6,39.8
